# X, Y, VelX, VelY |[ 18.;130.;  0.;  0.][304.;342.;126.;106.]
0.90132,0.19883,-0.03175,-0.05660
0.88816,0.18129,0.00000,-0.03774
0.88816,0.16959,0.01587,-0.03774
0.89474,0.15789,0.00000,-0.01887
0.89474,0.15205,0.00000,-0.01887
0.89474,0.14620,0.00000,-0.01887
0.89474,0.14035,-0.01587,-0.01887
0.88816,0.13450,-0.01587,0.00000
0.88158,0.13450,0.01587,0.00000
0.88816,0.13450,-0.01587,0.00000
0.88158,0.13450,0.01587,0.00000
0.88816,0.13450,0.00000,0.00000
0.88816,0.13450,-0.01587,0.01887
0.88158,0.14035,0.01587,-0.01887
0.88816,0.13450,0.00000,0.00000
0.88816,0.13450,0.00000,0.01887
0.88816,0.14035,0.00000,0.00000
0.88816,0.14035,0.00000,0.00000
