# X, Y, VelX, VelY |[0.;0.;0.;0.][396.;340.;392.;340.]
0.70707,0.92353,0.02041,0.00588
0.72727,0.92941,0.03061,0.02353
0.75758,0.95294,-0.76531,-0.95294
0.00000,0.00000,0.84184,0.93529
0.83333,0.93529,0.01531,-0.01765
0.84848,0.91765,0.03571,-0.04706
0.88384,0.87059,0.01531,-0.04706
0.89899,0.82353,0.03061,-0.14118
0.92929,0.68235,-0.93878,-0.68235
0.00000,0.00000,0.96429,0.44706
0.95455,0.44706,-0.01531,-0.11765
0.93939,0.32941,-0.01531,-0.03529
0.92424,0.29412,-0.00510,-0.02353
0.91919,0.27059,-0.00510,-0.01176
0.91414,0.25882,-0.00510,-0.00588
0.90909,0.25294,0.00000,0.00000
0.90909,0.25294,0.00000,-0.00588
0.90909,0.24706,-0.91837,-0.24706
0.00000,0.00000,0.92857,0.24706
0.91919,0.24706,0.00000,0.00588
0.91919,0.25294,0.00510,0.01176
0.92424,0.26471,0.00510,0.01176
0.92929,0.27647,0.00510,0.02353
0.93434,0.30000,0.01020,0.01765
0.94444,0.31765,-0.95408,-0.31765
0.00000,0.00000,0.97449,0.40000
0.96465,0.40000,0.00510,0.07647
0.96970,0.47647,0.00000,0.00000
0.96970,0.47647,0.00510,0.05294
0.97475,0.52941,0.00000,0.08235
0.97475,0.61176,-0.03571,0.26471
0.93939,0.87647,-0.03571,0.05294
0.90404,0.92941,-0.03061,0.02941
0.87374,0.95882,-0.01020,0.00588
0.86364,0.96471,-0.02551,0.01176
0.83838,0.97647,-0.01020,-0.00588
0.82828,0.97059,-0.83673,-0.97059
0.00000,0.00000,0.75000,0.94706
0.74242,0.94706,-0.01531,-0.01765
0.72727,0.92941,-0.04082,-0.04118
0.68687,0.88824,-0.01531,-0.01176
0.67172,0.87647,-0.04082,-0.05882
0.63131,0.81765,-0.00510,-0.01176
0.62626,0.80588,-0.02551,-0.04118
0.60101,0.76471,-0.03571,-0.07647
0.56566,0.68824,-0.01531,-0.04118
0.55051,0.64706,0.00000,-0.01176
0.55051,0.63529,-0.03061,-0.11765
0.52020,0.51765,-0.01020,-0.02941
0.51010,0.48824,-0.00510,-0.02353
0.50505,0.46471,0.00000,0.00588
0.50505,0.47059,0.00000,0.00588
0.50505,0.47647,-0.00510,0.01176
0.50000,0.48824,0.01020,0.04118
0.51010,0.52941,-0.51531,-0.52941
0.00000,0.00000,0.52041,0.59412
0.51515,0.59412,0.03571,0.08824
0.55051,0.68235,0.03571,0.08235
0.58586,0.76471,0.04592,0.07059
0.63131,0.83529,0.02551,0.03529
0.65657,0.87059,0.02551,0.03529
0.68182,0.90588,0.05612,0.04706
0.73737,0.95294,0.02041,-0.00588
0.75758,0.94706,0.06122,-0.00588
0.81818,0.94118,0.03061,-0.01176
0.84848,0.92941,0.02551,-0.02353
0.87374,0.90588,0.02551,-0.04706
0.89899,0.85882,0.00000,-0.00588
0.89899,0.85294,0.04082,-0.15294
0.93939,0.70000,0.01020,-0.10588
0.94949,0.59412,0.00000,-0.10588
0.94949,0.48824,0.00000,-0.08824
0.94949,0.40000,-0.00510,-0.03529
0.94444,0.36471,-0.00510,-0.00588
0.93939,0.35882,-0.00510,-0.04118
0.93434,0.31765,-0.00510,-0.01176
0.92929,0.30588,-0.00510,-0.01765
0.92424,0.28824,-0.00510,-0.01176
0.91919,0.27647,0.00000,0.00000
